Unnamed: 0,Datetime,Tweet
438,2020-03-28 23:58:46+00:00,Fance tried to take an apple slice out of H's hand so she shoved the whole thing in her mouth.... the Hunger Games have arrived in this house. #MayTheOddsBeEverInYourFavor
439,2020-03-28 23:58:45+00:00,I thought The Morning Show on Apple+ was pretty good👍🏽
440,2020-03-29 23:59:49+00:00,"Greetings @lastwishmage! You are welcome on these shores!

There will always be apple juice for you here! 

 Thankyou for the follow!"
441,2020-03-29 23:59:26+00:00,Hate it when a 1k+ flagship phone fails on u @Apple 😪
442,2020-03-29 23:59:24+00:00,Fiona apple every single night
443,2020-03-29 23:59:20+00:00,OMG! Weird how i tweeted about how i wish her music was on Apple Music and now it's trending #FreeAaliyahMusic
444,2020-03-29 23:59:15+00:00,"i was all jazzed about japanese study and then all this
i was excited to get AC for my birthday but the shine is already coming off the apple
i was too dependent on my partner and my caregiver and they’re both incapacitated and i’m just sinking into the mud
what do i do"
445,2020-03-30 23:59:59+00:00,"my sibling says he identifies as an apple when i was telling him about the topic of my paper. 

Serious inquires only!!!

i am selling my 17 year old 6'1 brother. he is south sudanese and plays basketball please dm me if ur serious"
446,2020-03-30 23:59:54+00:00,You better believe I just spent money on an iPad Pro and a fucking Apple Pencil. I really hope I remain motivated enough to sell art at least to cover my goddamn costs
447,2020-03-30 23:59:53+00:00,Can y’all send me y’all playlist on Apple Music?
448,2020-03-30 23:59:46+00:00,brooo i need my apple watch so i can like and rt these mf tweets so much faster than my slow ass
449,2020-03-30 23:59:42+00:00,"There are 5 things I wanted to do after the rona vanishes (amin)

5. Hug mi frens.
4. Go for a jog and watch sunrises.
3. Tealive.
2. Kyochon.
1. Nak jumpa Bebe the apple of my eye🥺🥰❤️"
450,2020-03-31 23:59:56+00:00,People don't trust China's numbers. Me neither. China doesn't includes asymptomatic patients so you will never know the real number. But still you need to believe the trend. Most of the cities in China already go back to normal and Apple stores are only open there. Think about it
451,2020-03-31 23:59:49+00:00,ahhh my iPad &amp; Apple Pencil came today and I’ve had soooo much fun learning how to use Procreate &amp; getting to grips with digital drawing 🤩
452,2020-03-31 23:59:42+00:00,This Apple Watch stay dead
453,2020-03-31 23:59:39+00:00,I literally bought an amg engine to my Benz for that reason alone and this guy wanted to race  my Benz in his Maserati that’s not even a fair competition so we made it an apples to apples comparison he just bought and decked out his Porsche and Benz is superior
454,2020-03-31 23:59:33+00:00,day 348 of quarantine: talked to this guy from Apple support and idk I feel like we really vibed 🥺👉🏿👈🏿
455,2020-04-01 23:59:59+00:00,"in better news, we get new fiona Apple in 16 days."
456,2020-04-01 23:59:58+00:00,"The time Moko hoo hit, then Sark dey class 2 dey learn A for apple , B for Ball, C for Cat...."
457,2020-04-01 23:59:48+00:00,Apple better extend my chance for Apple care cause this phone is fucked up @Apple . This shit glitching and I can’t do anything about it fr the stores are closed .
458,2020-04-01 23:59:41+00:00,Jeremy convinced me to order an Apple Pencil yesterday and it gets here tomorrow and I have never been so excited IN MY LIFE to draw with a fake pencil on my iPad ( :
459,2020-04-01 23:59:39+00:00,Apple Cash &gt; Venmo
460,2020-04-02 23:59:52+00:00,Who tf does Eli Apple think he is lmfao trash ass nigga
461,2020-04-02 23:59:49+00:00,Fuji Apple Pear Celsius &gt; Any other flavor.
462,2020-04-02 23:59:43+00:00,Apple’s former SVP of retail praises the company’s response to the coronavirus pandemic
463,2020-04-02 23:59:42+00:00,New Apple support video references unannounced AirTags
464,2020-04-02 23:59:38+00:00,When Apple Music become 14.99🤔
465,2020-04-03 23:59:37+00:00,I am convinced Timmies apple friters are just the scrap ends of the cinnamon bun rolls folded together with some apples and glazes with left over sugar from thr honey crueller. Alright that’s enough random thoughts for today
466,2020-04-03 23:59:34+00:00,"...""Fine-apple"" sounds terrible."
467,2020-04-03 23:58:52+00:00,"Now Playing on SpurRadio Glen Campbell - I'm Not Gonna Miss You.  Download the SpurRadio App from Google Play Store or Apple App Store!  Or how about ""Alexa, play SpurRadio!"
468,2020-04-03 23:58:49+00:00,Apple TV+ for the win
469,2020-04-03 23:58:45+00:00,tried to do a trade in with my ipad and it’s only worth $70 i hate apple
470,2020-04-04 23:59:49+00:00,"Turns out @Instacart shoppers can’t purchase stuff, or in turn get paid, because the store doesn’t take Apple or Google Pay and new workers don’t have cards yet. So 2 shoppers out of pay for work and no groceries 13 hours later."
471,2020-04-04 23:59:38+00:00,I spent 57 minutes working out with Apple Health. #LoseIt
472,2020-04-04 23:59:33+00:00,i want a new ipad apple pen and cricket solely for the artistic and sticker making purposes 😪😪😪😪
473,2020-04-04 23:59:08+00:00,When you wanna watch Defending Jacob cause @ChrisEvans but you don’t have Apple TV so you can’t ☹️
474,2020-04-04 23:59:07+00:00,Computer died and my charger won’t work. I’m still in school and Apple is closed. Dear God
475,2020-04-05 23:59:53+00:00,I am tired of this Dr Tam with her monster adam‘s apple telling me this is my responsibility. Then Trudeau’s voice over from the government of Canada is cringeworthy. These gobshites are killing us.
476,2020-04-05 23:59:34+00:00,"it took me 5 hours to update my laptop, thanks @apple"
477,2020-04-05 23:59:19+00:00,I spent 30 minutes working out with Apple Health. #LoseIt
478,2020-04-05 23:59:11+00:00,Fuck this quarantine shit I need to go to the apple store 🤦🏾‍♂️
479,2020-04-05 23:58:56+00:00,apple and marshmallow have a big gay for each other
480,2020-04-06 23:59:42+00:00,"OK. Apple dishes me out a new ‘Favourites’ mix every Tuesday. 

I’m going to divorce my wife and marry that algorithm."
481,2020-04-06 23:59:37+00:00,"The day the iPhone implements a scale feature on their devices, their sales will skyrocket.  All the dealers still using pagers will want to upgrade their methods of communication. @Apple"
482,2020-04-06 23:59:36+00:00,"Brb, eating a crap ton of apple sauce"
483,2020-04-06 23:59:18+00:00,"When you create an app to help people determine if they need a coronavirus test, @Apple denies your app, then builds the SAME GODDAMN THING, and releases it 3 weeks later! #sherlocked @CDCgov #joke #bs #suing"
484,2020-04-06 23:59:15+00:00,Who want some apples? *juggling some apples from my apple tree*
485,2020-04-07 23:59:53+00:00,got apple tv now. it’s lit.
486,2020-04-07 23:59:41+00:00,Don’t judge the apple of thy pine on my slice of pie
487,2020-04-07 23:59:33+00:00,Pretty sure the music selection of today was hand picked by my dad.... thanks APPLE. You did good! #foreigner #billyjoel #credance #styx #REO #kansas #jamestaylor #fleetwood #thedoobiebrothers #springsteen #eagles
488,2020-04-07 23:59:28+00:00,"I wanna get on ac rn but like 🥺 I feel like I’ve run out of ideas of things to do and create! I have a zen garden started, an apple orchard, a swinging bench/flower garden, help 🥺💖"
489,2020-04-07 23:59:23+00:00,"🧵 @BooksHonest just ordered 2 books for Debbie in Lynnwood. Apple Pay didn’t leave me a spot for notes so...

What are you in the mood for right now (fiction, memoir, history, poetry, art, gardening, cookbooks, crafts. . .? Non fic and memoir are my books of choice"
490,2020-04-08 23:59:54+00:00,So @Apple where is the green flag and yellow flag emojis?
491,2020-04-08 23:59:48+00:00,Apple with the bullshit again I see ... phone froze up so bad and then restarted itself
492,2020-04-08 23:59:38+00:00,"My app literally forces my sessions to be like 3-4 comms because it starts glitching and my phone starts pissing me off lmao, thank you for indirectly looking out for me Apple"
493,2020-04-08 23:59:34+00:00,kinda regret settling for apples but im too tired to rn h...
494,2020-04-08 23:59:29+00:00,"I sold all those fuckin eggs for 30k bells and harvested my first batch of peaches (my island is apples) and sold those for 12k and now my mortgage is paid off. I also caught a bunch of fish, planted some cedars in the lowland, and put a beehive in my orchard. 🥰"
495,2020-04-09 23:59:54+00:00,I want a apple pie
496,2020-04-09 23:59:42+00:00,"Now Playing on SpurRadio Carrie Underwood - Church Bells.  Download the SpurRadio App from Google Play Store or Apple App Store!  Or how about ""Alexa, play SpurRadio!"
497,2020-04-09 23:59:13+00:00,"Today in As The Island Turns: Since his attitude adjustment, Raymond is less pretentious - he &amp; Ozzie go apple picking together. Sly gets angry at the inoffensive Sandy - I like Sly,  so sign Sandy up for a lobotomy. The moon is bright; the bass are biting; the eggs are popping."
498,2020-04-09 23:58:57+00:00,That moment when the pretentious apple pay actually serves a real function outside of making u look like a douche canoe
499,2020-04-09 23:58:50+00:00,Have yall scrolled down your lil apple newsfeed? Shit aint looking too good.
500,2020-04-10 23:59:31+00:00,"Me, trying to explain something on my app: okay so you kno that part in bad apple--"
501,2020-04-10 23:59:18+00:00,"My mobile phone and iPad both quit playing my Apple Music library six months ago after updating to iOS 12. I opened up a service concern number, and it’s never gotten fixed, and no follow-up for months. Count me #Dis-@Apple-#ointed."
502,2020-04-10 23:59:14+00:00,I will never get over how much I love Tropicana Apple Juice...😋
503,2020-04-10 23:59:13+00:00,"That stick hit yo apple jack, it roll you like a cinnamon"
504,2020-04-10 23:59:07+00:00,I am baking Dutch Apple Bread to pass the time and it smells good omg. Pic update later
505,2020-04-11 23:59:56+00:00,One minute until #TAHLive! I kind of wish I had some apple pie now. But at least I can *clink*.
506,2020-04-11 23:59:48+00:00,i like how the new fiona apple is dropping in t minus 6 days and she hasn't even bothered to release the cover yet lol
507,2020-04-11 23:59:32+00:00,someone Apple Pay me money I will Venmo you back
508,2020-04-11 23:59:32+00:00,i had a dream about candy apple bubble tea and idk what that is but i’m gonna try it one day
509,2020-04-11 23:59:27+00:00,"Now Playing on SpurRadio Florida Georgia Line - Blessings.  Download the SpurRadio App from Google Play Store or Apple App Store!  Or how about ""Alexa, play SpurRadio!"
510,2020-04-12 23:59:48+00:00,Anybody sellin an Apple Watch ?
511,2020-04-12 23:59:23+00:00,"#NBAHorse challenge bought to you by Apple with their shitty phone camera quality. #NBA 

I guess I will watch @Raptors championship game to keep myself entertained #WeTheNorth"
512,2020-04-12 23:59:21+00:00,"What @Apple is gonna have to do is stop showing the screen time reports... I understand that my average is up, but I have nothing else to fill my time..."
513,2020-04-12 23:59:05+00:00,DOES ANYONE HAVE APPLES?!? I HAVE PEARS AND PEACHES AND ORANGES AND CHERRIES I CAN TRADE PLEASE I NEED SIX APPLES 🥺 #acnh
514,2020-04-12 23:58:47+00:00,SHUT THE TUCJ UP WHY ISNT DARK TIMES ON APPLE MUSIC ANYMORE
515,2020-04-13 23:59:53+00:00,Still wondering why it took BMW so long to get into Apple Car Play
516,2020-04-13 23:59:47+00:00,DoorDash is Apple and Grubhub is Android.
517,2020-04-13 23:59:42+00:00,"There's Captain Spirit and two or three exotic piercings. He sure is ""Taking A Picture Of An Apple""."
518,2020-04-13 23:59:39+00:00,Travis needs to put Days Before Rodeo on Apple Music
519,2020-04-13 23:59:30+00:00,does anyone still use evil apples
520,2020-04-14 23:59:55+00:00,I would luv a Dutch apple pie rn
521,2020-04-14 23:59:34+00:00,omg I just know the lady from apple support saw my caucasian tunes playlist 🤦🏾‍♀️
522,2020-04-14 23:59:22+00:00,"Apple Pay be saving my life, when I forget my card."
523,2020-04-14 23:59:10+00:00,Apple won't let me put a dick pic as my artist profile
524,2020-04-14 23:59:06+00:00,Is it possible to move all my Apple Music playlists to Spotify?🥺
525,2020-04-15 23:59:10+00:00,*mixes my coffee with fork* Bone apple teeth.
526,2020-04-15 23:58:50+00:00,FIONNA APPLE THIS FRIDAYYYYYYY
527,2020-04-15 23:58:30+00:00,I like apples!! One apple makes up for that gross stuff you guys like called coffee ♡Lizzybot♡
528,2020-04-15 23:58:28+00:00,Why they make the Apple TV remote so damn small!!! I lose that shit Atleast 3x a day
529,2020-04-15 23:58:19+00:00,Having all this free time allows me to find sm new music 😎 I’m on Apple most of my day
530,2020-04-16 23:59:59+00:00,I just know Apple did not have the nerve to get her WiFi fixed. I’m upset
531,2020-04-16 23:59:55+00:00,"✨⭐️Giveaway time⭐️✨                          Today I’m doing a fruit giveaway!!            Items include:                                             -coconut wall planter, Apple TV, apple chair, orange end table, peach surprise box, pear dress, orange dress, cherry speakers,"
532,2020-04-16 23:59:53+00:00,To get a Apple Watch with gps &amp; cellular or just gps
533,2020-04-16 23:59:50+00:00,Is there a way to transfer all your music from Apple Music to Spotify??😩
534,2020-04-16 23:59:49+00:00,Who knows about Apple computers?
535,2020-04-17 23:59:55+00:00,I wish Apple Music show how many times you’ve listened to a song. My Top 25 hasn’t changed in years.
536,2020-04-17 23:59:52+00:00,Big Apple Megan! Congrats @_megwalker3 !
537,2020-04-17 23:59:49+00:00,I have so many songs added to my apple music that when I finally shuffle my library that i done forgot some of these songs existed
538,2020-04-17 23:59:44+00:00,"Fiona Apple’s new album: 10.0

My vocal teacher making me sing shadowboxer at a recital at age 15: uncomfortable"
539,2020-04-17 23:59:41+00:00,Workouts done for today🏋🏻‍♂️🥵 374Cal👏🏼 for those cases i love my apple watch😒
540,2020-04-18 23:59:40+00:00,apple bee
541,2020-04-18 23:59:17+00:00,"it's official, Fiona Apple has turned me gay"
542,2020-04-18 23:59:05+00:00,when kate bush and fiona apple meet each other on the top of the hill...a cultural reset is coming
543,2020-04-18 23:59:04+00:00,Y’all go check Major nine out too he bad and @PifShekel he last project on Apple that going in too
544,2020-04-18 23:58:34+00:00,Bites into a kinder egg like an apple
545,2020-04-19 23:59:43+00:00,does anyone have a spare apple i can have? 🥺 it's the only fruit i still don't have in my island... i can pay for it or maybe trade if you need anything and i have it!!
546,2020-04-19 23:59:29+00:00,You guys. Fiona Apple’s new album is so so unbelievably good. I want to cry.
547,2020-04-19 23:58:54+00:00,I’m so pissed Apple just eased all my Apple Music now I have to redownload everything 🤬😡😤😢
548,2020-04-19 23:58:50+00:00,Legit @Apple IOS needs to make a #FourHorsemen hand emoji fast before I riot
549,2020-04-19 23:58:43+00:00,Im so hyped for the future man. Ive been working my ass off and because of it Im getting an apple pencil this week and starting my save grind for the new pc man straight poggers in the fucking chat
550,2020-04-20 23:59:50+00:00,I keep scratching my head with my Apple Pencil like I won’t die if I have to buy another one. 🤮
551,2020-04-20 23:59:39+00:00,"Hey @kroger, y'all going to install Android or Apple pay someone soon?"
552,2020-04-20 23:59:24+00:00,I cannot be the only person who does not understand why @Apple changed the charger block for laptop to the mini USB as it detaches so so easy!!! Ugh.
553,2020-04-20 23:59:11+00:00,I wanted apple juice and got some from Chick-fil-A they gave me this little ass box juice and then it’s organic 😐😐😂😂 wtf
554,2020-04-20 23:58:57+00:00,If anyone needs one I made a playlist for streaming on Apple Music
555,2020-04-21 23:59:59+00:00,Who has never had Apple Music before and would like 4 months of Apple Music for $20? I have a code for 4 months but if you’ve had Apple Music before on your AppleID then it’ll only give you 1 month then I’ll give you the code for $5 instead. 🧐
556,2020-04-21 23:59:43+00:00,"Eat me up like apple pie
Make me not wanna die
Love me rough and let me fly
Get me up, yeah, get me high
Tie me down, don't leave my side
Don't be a waste of my time"
557,2020-04-21 23:59:39+00:00,I wish Apple Music and Soundcloud could merge.
558,2020-04-21 23:59:36+00:00,Anyone else’s @Apple iPhoneXR not recognizing Face ID anymore?
559,2020-04-21 23:59:14+00:00,People who choose to use Spotify instead of Apple Music are my type of people
560,2020-04-22 23:59:55+00:00,"Starting to get wistfully nostalgic about overseas travel, even when the Apple TV screensaver pans over downtown LA (actually I really like LA)."
561,2020-04-22 23:59:34+00:00,Where's my dang apples?
562,2020-04-22 23:59:33+00:00,fuck it watching dead apple
563,2020-04-22 23:59:31+00:00,Kinda want an Apple Watch. Soooo ummm what’s the best one to get??
564,2020-04-22 23:59:20+00:00,Want to really work on your macro fantasies? Paint (non-toxic) an apple to look like the Earth and take a bite outta it
565,2020-04-23 23:59:41+00:00,My Apple Watch probably thinks I’m dead cause I haven’t worn it in a month 😂
566,2020-04-23 23:59:22+00:00,"if adam and eve had some fucking self control and didn’t eat the evil apple, calories wouldn’t exist so i blame them"
567,2020-04-23 23:59:19+00:00,"""Do better, apple"" he says aloud to some slightly overripe fruit on the fortieth day of sheltering in place."
568,2020-04-23 23:59:07+00:00,"when i was a little kid in bible school they really told us that girls have periods because Eve ate an apple and little me was just like 🤷🏻‍♀️🤷🏻‍♀️ ok! that makes sense! 
lmaoo what the hell 😹😹"
569,2020-04-23 23:59:07+00:00,Any one with a iPad + Apple Pencil combo care to share with me if it’s worth the money?
570,2020-04-24 23:59:39+00:00,apple music or spotify?
571,2020-04-24 23:59:38+00:00,It’s a shame I don’t know how to work anything but apple products
572,2020-04-24 23:59:35+00:00,They finally put Anticipation II on Apple Music. God bless.
573,2020-04-24 23:59:30+00:00,ANYONE ELSE HATE THEIR APPLE WATCH? I FEEL LIKE IM WORKING WAY HARDER THAN IT FREAKING TELLS ME. 🔊
574,2020-04-24 23:59:30+00:00,"Who doesn’t have Apple Music but, would like a code for 4 months free! I can’t use it because I already have a subscription and it’s for new members only."
575,2020-04-25 23:59:59+00:00,I wish Apple made an iPhone with a 120hz screen
576,2020-04-25 23:59:23+00:00,"Cam set his Apple Watch background as the stars for my birthday so he thinks of me everytime he sees them. How freaking lucky am I? 

#Blessed"
577,2020-04-25 23:59:08+00:00,"thanks @TMFScottP for the heads up about mailbag editions not downloading for Apple, I was wondering why they weren’t appearing, they are all in the library, but not auto downloading for some reason, so I manually selected, I agree with @anirbanmahanti it’s not @Apple fault 😄"
578,2020-04-25 23:58:46+00:00,Happy Happy Birthday my girl! @ammaarah05 May your day be filled with love and light.❤️(I hope you start eating apples like a normal person now. 🤪)
579,2020-04-25 23:58:34+00:00,"Now Playing on SpurRadio SpurRadio - Cowboy Cowgirl In you.  Download the SpurRadio App from Google Play Store or Apple App Store!  Or how about ""Alexa, play SpurRadio!"
580,2020-04-26 23:59:57+00:00,The shit apple doesn’t fall far from the shit tree
581,2020-04-26 23:59:56+00:00,My brother needs to give this smoking ting a break because why did I find a half eaten apple in the shower
582,2020-04-26 23:59:39+00:00,"Dreams of war

Dreams of lies

Dreams of dragons fire

And a baked apple pieee

Sleep with one eye open

Grippin' your pillow tight"
583,2020-04-26 23:59:15+00:00,Nahhh fuck off claire has one of my fav villagers and I’m stuck with big borris who loves a snooze under an apple tree after a workout. I just want merengue pls 🥺🥺🥺 #ACNH
584,2020-04-26 23:59:09+00:00,"In some languages, oranges are called ""golden apples"" or ""Chinese apples"". ... Thus, secular art as well made use of the apple as symbol of love and sexuality. It is often an attribute associated with Venus who is shown holding it."
585,2020-04-27 23:59:44+00:00,fiona apple on 'cosmonauts' is sending me
586,2020-04-27 23:59:43+00:00,Hey @Apple would love to open my phone with a mask on.  How far away are we from this feature?
587,2020-04-27 23:59:30+00:00,First time having apple music back and the first thing I listen to is the playlist Rap made me for my birthday 🤍
588,2020-04-27 23:59:27+00:00,Can Chris Brown put his mixtapes on Apple Music like Trey 👀
589,2020-04-27 23:59:24+00:00,if i attempt suicide again I wouldn’t mind I’m craving some hospital apple juice 👉👈
590,2020-04-28 23:59:53+00:00,Fiona Apple closing “I Know” wiyh “don’t need to say it” and then not saying the last i know...
591,2020-04-28 23:59:39+00:00,apple has fleas what r we doing here folks
592,2020-04-28 23:59:32+00:00,"$SPX Hocus Pocus🃏 The Market!

GDP Consensus #FOMC Announcement Wed

The Big 🍎Apple $AAPL Earnings report April 30th

May 1 States breakingOut of qurantine with no saloons open!

I need a haircut/Flashback! 

Bull Bear StraddleUp🏇

$AAPL $JPM $KR $GS $FB $ABT $TVIX $DUK $GILD"
593,2020-04-28 23:59:25+00:00,I want oatmeal and apples man
594,2020-04-28 23:59:24+00:00,"hmmm me the fool trying to pull Hellagur but i end up with dupes of ifirit, silverash, apple pie, and ch'en instead.

double checks that rate up.

Yep. okay. closes the game for the night and sleeps."
595,2020-04-29 23:59:48+00:00,"#Adoptmetrades 
Win or lose
 
If u have a good offer for my gift card plzz comment 

Me 25$ apple gift card

Them a unicorn and a neon koala"
596,2020-04-29 23:59:26+00:00,Quiero apple crumble :c
597,2020-04-29 23:59:19+00:00,so @MacMiller had to die to get KIDS on apple music #ivebeenaskingforyears
598,2020-04-29 23:59:05+00:00,"anyways im gonna go watch some stuff to calm me down then head off up the apple n pears to uncle ned, baked potato xo"
599,2020-04-29 23:59:02+00:00,apple pie with cheddar cheese is a good dessert to me
600,2020-04-30 23:59:44+00:00,So is @Apple releasing a Face ID mask update or nah?
601,2020-04-30 23:59:30+00:00,I need this new MacBook Pro to drop this month @Apple don’t let me down
602,2020-04-30 23:59:25+00:00,Yes for Apple Music knowing I wanna download Kehlani new album
603,2020-04-30 23:59:24+00:00,Need some d’usse wit apple juice🔥pyo thank me later lol😂👌🏽
604,2020-04-30 23:59:18+00:00,This Snapple apple doing one thing 😜
605,2020-05-01 23:59:51+00:00,Spotify ou Apple Music ?
606,2020-05-01 23:59:33+00:00,"Shoutout that iPod shit, escpeical lly with the capital P. Fuck apPle"
607,2020-05-01 23:59:26+00:00,"Frontline Female thank you.
Green
The Dawn was apple-green, the sky was green wine held up in the Sun. The moon was a golden petal between. She open her eyes and green They shone, clear like flowers undone. For the first time now for the first time seen.
D.H. Lawrence (1885-1930)"
608,2020-05-01 23:59:23+00:00,"Another month, another opportunity to let myself down by not closing my daily rings on my Apple Watch."
609,2020-05-01 23:58:39+00:00,Really thinking about getting apple music again 😩
610,2020-05-02 23:59:53+00:00,I broke my Apple Watch and I’m so sad 😢 I’ve had it for three years... 😞
611,2020-05-02 23:59:51+00:00,I want some apple juice rn
612,2020-05-02 23:59:26+00:00,Why tf @Apple don’t have a gif for @theestallion 😒
613,2020-05-02 23:59:13+00:00,when fiona apple said “ladies ladies ladies ladies” i agree
614,2020-05-02 23:59:04+00:00,ok so i know johnny appleseed planted a bunch of apple trees but like... who watered them??
615,2020-05-03 23:59:36+00:00,My Apple Watch stopped working a year ago like a week after the warranty went out. 🙄
616,2020-05-03 23:59:09+00:00,I’m just now noticing Dolph put masks on ALL his album covers on Apple Music 😂😂😂😂
617,2020-05-03 23:58:02+00:00,do you use apple music or are you normal
618,2020-05-03 23:57:33+00:00,does anyone actually use Apple’s suggested passwords because those are wild
619,2020-05-03 23:56:59+00:00,I want apple juice...🧃
620,2020-05-04 23:59:58+00:00,I lost my apple watch 6 months ago I miss it now!
621,2020-05-04 23:59:50+00:00,anna is Hyper Miracle Sweet Gorgeous Beautiful apple
622,2020-05-04 23:59:46+00:00,Lol so my phone wanted to download ALL my photos. None of my contacts and won’t allow me to call out (: I fucking want to break it 🥵 and Apple support won’t answer me (:
623,2020-05-04 23:59:39+00:00,I want the level of assertiveness that my Apple Watch has to tell me to go on a brisk walk after just completing a workout for the first time in weeks.
624,2020-05-04 23:59:36+00:00,Thank God for @apple
625,2020-05-05 23:59:56+00:00,i have a 2nd gen og ipod (the firewire fat ones) and apple stopped supporting them years ago does anyone have any idea what version of itunes or any other application i can use to put music on them off my windows pc at all? any help would be greatl pls i need this for work
626,2020-05-05 23:59:55+00:00,dude I just want to delicately remove a fallen eyelash off of the apple of your cheek with my fingertip mid-conversation and ask you to make a wish - *that's* what you're missing out on
627,2020-05-05 23:59:51+00:00,"Then had a Snapple, apple with the capple."
628,2020-05-05 23:59:47+00:00,.Its been two days and I've nearly drunk all this Apple juice
629,2020-05-05 23:59:40+00:00,"I thought Apple was a wild name, Elon Musk is out here naming his kid after his Gmail password."
630,2020-05-06 23:59:55+00:00,Apple are mean even in the torrents bruh
631,2020-05-06 23:59:54+00:00,Apple music took the S.O.S. band off I might be done now😤
632,2020-05-06 23:59:47+00:00,Once Apple brings 5G to iPhone this year (unless they want massive backlash) the iMessage vs Andriod Messages friction (and debate) will officially end as RCS is mandatory on 5G devices by the GSMA 🎉🎉🎉 #thedebateisover #nomorebluebubble #nomoregreenbubble #majoritywon
633,2020-05-06 23:59:38+00:00,If I get kicked off raya because of @Apple dumb ass screen shot on the new iPhone I will flip a table
634,2020-05-06 23:59:30+00:00,Hey @Apple  your Iphone 11 commerical sucks on #hulu sucks End of tweet
635,2020-05-07 23:59:51+00:00,Big apple 🍎 whats good talk to me
636,2020-05-07 23:59:49+00:00,i miss that moment in the history of apple updates when i could click a word and the cursor could be between letters instead of highlighting the whole fucking word making it impossible to correct a single letter.
637,2020-05-07 23:59:41+00:00,how messed up my phone gotta be for apple to give me a new one 🤔
638,2020-05-07 23:59:37+00:00,"So turns out, Visual Studio 2019 is hot shit and is broken as all hell. Like wow microsoft copied Apple there too... ffs"
639,2020-05-07 23:59:26+00:00,"Jeopardy, but instead of giving the correct answer its like apples to apples and if a panel of judges think your response is funny then you get it right"
640,2020-05-08 23:59:55+00:00,"Like... haven't y'all seen how YT treats our views?? 😩

There's a reason why most of us have moved on from YT (i don't mea. abandon YT) and put more focus on spotify or apple. 

Maybe it's time for some to see the light as well.

And again.. this doesn't mean to abandon YT."
641,2020-05-08 23:59:47+00:00,Why are we making Apple Crumble at this time 😂😂
642,2020-05-08 23:59:45+00:00,"Can apple STOP, don’t nobody wanna use that strong ass password wtf."
643,2020-05-08 23:59:41+00:00,Hey @Xbox why cant we scan our codes from the Xbox app using a camera yet? Apple store does it...
644,2020-05-08 23:59:37+00:00,I just made a whole ass apple pie edible. I feel unstoppable.
645,2020-05-09 23:59:57+00:00,Ready to go to the bar and order an ice cold green apple buzzball
646,2020-05-09 23:59:56+00:00,wow i just had apple juice and it didn't hit i'm pretty confused about this
647,2020-05-09 23:59:55+00:00,I’ll never buy an Apple Watch idc for it
648,2020-05-09 23:59:44+00:00,This playlist needs to be on Apple Music tomorrow
649,2020-05-09 23:59:42+00:00,apple juice can’t even compete with orange juice
650,2020-05-10 23:59:45+00:00,These sour apple ghetto bitches I’m not fuckin with em
651,2020-05-10 23:59:45+00:00,"What are some good platforms to buy movies digitally? I find all the big ones like Amazon, Google &amp; Apple are limited to the big studios. I want to be able to buy the obscure stuff."
652,2020-05-10 23:59:40+00:00,burned 103 calories doing 31 minutes of Apple Health App Workout #myfitnesspal
653,2020-05-10 23:59:34+00:00,"...""Fine-apple"" sounds terrible."
654,2020-05-10 23:59:20+00:00,"I want foods cut up tiny for me on my cute divided plate n apple juice in a bottle, peas n thank you !!"
655,2020-05-11 23:59:38+00:00,"burned 280 calories doing 35 minutes of cardio exercises, including ""Apple Health App Workout"" #myfitnesspal"
656,2020-05-11 23:59:32+00:00,"Tweeps, how effectively does  an Apple 5 watch detect a-fib? 

Is there another wearable that’s more reliable?

Please share if you know someone who has feedback. Thank you!"
657,2020-05-11 23:59:19+00:00,What imma do with this Apple Watch
658,2020-05-11 23:59:03+00:00,okay it’s been decided iPad w/ Apple Pencil for grad school. 🥳
659,2020-05-11 23:58:53+00:00,"I made apple molasses muffins, homemade tortillas, I worked out, cut some Hund nails, got a bath, put on a bra, and swept some floors. Most productive day I've had in a while. And read some of my book."
660,2020-05-12 23:59:54+00:00,I typed in “crank that” on Apple Music and yank auto filled nigga my heart start beating fast
661,2020-05-12 23:59:51+00:00,i don’t want yo apple pie mama!!
662,2020-05-12 23:59:45+00:00,"Finger went white earlier in the afternoon,  cursed as it was a bit sore, mum looked, says it looked greenish.
Okay. So my raynaud's is the same colour my skin goes when I get ill. Dulux apple white. (I was once told I was the same colour as the office wall)"
663,2020-05-12 23:59:42+00:00,Am I late or has Apple Music always played the music video in place of the album art?
664,2020-05-12 23:59:36+00:00,HELLO IF I DELETE BANDORI AND REINSTALL IT USING A DIFFERENT APPLE ID WILL MY ACCOUNT STILL BE INTACT? I NEED TO UPDATE BUT LONG STORY SHORT I CANT USE THE OLD ID ANYMORE AND I DONT HAVE THE DETAILS FOR IT
665,2020-05-13 23:59:59+00:00,I know that ass phat apple bottom please
666,2020-05-13 23:59:58+00:00,Apple know how to make money boy
667,2020-05-13 23:59:58+00:00,2 AM x SZA needs to be on Apple Music.😡
668,2020-05-13 23:59:54+00:00,I need a zap setting on my Apple watch for anyone who tries to touch it but me. Parents with young kids u know what I mean
669,2020-05-13 23:59:48+00:00,I was on instacart thinking I was ordering 2 Granny Smith apples and I bought 2 bags instead 🥴
670,2020-05-14 23:59:57+00:00,What I’d do for an Apple and Spice donut from @dunkindonuts right now.
